id,owner_id,lga,property_type,estimated_value
4129,4129,Kosofe,Residential,16709000.31
4130,4130,Kosofe,Residential,1759141.13
4131,4131,Ikorodu,Residential,723225.07
4132,4132,Ajah,Residential,7460593.45
4133,4133,Apapa,Residential,6655593.27
4134,4134,Surulere,Residential,20063535.04
4135,4135,Badagry,Residential,10009342.86
4136,4136,Somolu,Residential,14579166.58
4137,4137,Ikorodu,Commercial,6315295.19
4138,4138,Shomolu,Residential,12750431.11
4139,4139,Ikorodu,Residential,6116081.06
4140,4140,Mushin,Residential,3312164.71
4141,4141,Epe,Commercial,9330409.4
4142,4142,Ikeja,Commercial,16426062.65
4143,4143,Victoria Island,Commercial,2361595.19
4144,4144,Surulere,Commercial,10755186.06
4145,4145,Oshodi-Isolo,Residential,2868395.59
4146,4146,Mushin,Commercial,2676362.96
4147,4147,Mushin,Commercial,14327814.22
4148,4148,Mushin,Residential,14406366.56
4149,4149,Ikeja,Commercial,4023771.88
4150,4150,Yaba,Commercial,26473800.17
4151,4151,Victoria Island,Residential,19099231.61
4152,4152,Ajah,Commercial,10735795.11
4153,4153,Yaba,Commercial,10460366.0
4154,4154,Mushin,Commercial,10208207.79
4155,4155,Lekki,Residential,29061743.87
4156,4156,Shomolu,Residential,13093117.36
4157,4157,Ifako-Ijaiye,Residential,2533548.51
4158,4158,Ajah,Commercial,18776838.86
4159,4159,Ifako-Ijaiye,Commercial,6258596.48
4160,4160,Lekki,Commercial,9672615.51
4161,4161,Ikorodu,Residential,7472722.96
4162,4162,Kosofe,Residential,14196536.67
4163,4163,Surulere,Commercial,1505773.43
4164,4164,Ikeja,Commercial,6626833.09
4165,4165,Eti-Osa,Commercial,10468693.86
4166,4166,Ifako-Ijaiye,Residential,10736863.75
4167,4167,Shomolu,Residential,2899501.62
4168,4168,Lekki,Residential,28747247.21
4169,4169,Oshodi-Isolo,Residential,3126166.65
4170,4170,Ifako-Ijaiye,Residential,26154258.38
4171,4171,Apapa,Commercial,4663823.65
4172,4172,Alimosho,Commercial,18016778.54
4173,4173,Alimosho,Commercial,2209076.03
4174,4174,Lekki,Residential,33887613.15
4175,4175,Ifako-Ijaiye,Commercial,3568887.96
4176,4176,Kosofe,Commercial,19592970.08
4177,4177,Victoria Island,Residential,16127325.48
4178,4178,Apapa,Residential,4127903.58
4179,4179,Surulere,Residential,21189900.17
4180,4180,Agege,Residential,8208433.2
4181,4181,Ifako-Ijaiye,Commercial,23950476.9
4182,4182,Eti-Osa,Residential,35139170.83
4183,4183,Badagry,Residential,4890841.77
4184,4184,Mushin,Residential,4264732.65
4185,4185,Alimosho,Residential,5094685.62
4186,4186,Somolu,Commercial,5111778.0
4187,4187,Mushin,Residential,23925193.84
4188,4188,Agege,Residential,12542002.43
4189,4189,Badagry,Commercial,8146502.34
4190,4190,Victoria Island,Commercial,50765638.06
4191,4191,Badagry,Residential,3604836.06
4192,4192,Kosofe,Commercial,14119076.17
4193,4193,Ajah,Residential,15972250.79
4194,4194,Ikeja,Commercial,19198275.08
4195,4195,Shomolu,Commercial,12434663.01
4196,4196,Ifako-Ijaiye,Residential,18523043.6
4197,4197,Ikeja,Residential,39791023.8
4198,4198,Badagry,Residential,2363136.72
4199,4199,Ikeja,Commercial,11755927.08
4200,4200,Yaba,Commercial,11729758.06
4201,4201,Amuwo-Odofin,Residential,5816367.48
4202,4202,Shomolu,Residential,5551073.49
4203,4203,Amuwo-Odofin,Residential,1365100.71
4204,4204,Apapa,Residential,12873707.72
4205,4205,Ajah,Commercial,11953260.51
4206,4206,Epe,Commercial,1894627.64
4207,4207,Ajah,Residential,25162497.57
4208,4208,Somolu,Commercial,9837928.29
4209,4209,Kosofe,Commercial,16347737.55
4210,4210,Agege,Commercial,10692772.63
4211,4211,Ikorodu,Residential,7379548.15
4212,4212,Victoria Island,Residential,7095841.58
4213,4213,Surulere,Commercial,8512925.34
4214,4214,Ikeja,Residential,12359524.64
4215,4215,Eti-Osa,Residential,16987113.6
4216,4216,Lekki,Commercial,47864692.05
4217,4217,Lekki,Commercial,26509875.44
4218,4218,Ifako-Ijaiye,Commercial,19808145.78
4219,4219,Agege,Residential,6927524.93
4220,4220,Ajah,Commercial,6286390.22
4221,4221,Alimosho,Commercial,9242568.49
4222,4222,Mushin,Residential,6335389.18
4223,4223,Mushin,Residential,13632819.32
4224,4224,Victoria Island,Residential,32683717.7
4225,4225,Apapa,Residential,9301828.14
4226,4226,Ajah,Residential,2284260.38
4227,4227,Shomolu,Residential,6776666.74
4228,4228,Victoria Island,Commercial,7545976.91
4229,4229,Kosofe,Commercial,12804458.29
4230,4230,Epe,Commercial,18499578.09
4231,4231,Lekki,Residential,31180762.87
4232,4232,Badagry,Commercial,19127123.64
4233,4233,Eti-Osa,Commercial,28489931.15
4234,4234,Victoria Island,Residential,42824392.33
4235,4235,Alimosho,Commercial,14230844.07
4236,4236,Epe,Commercial,5321597.66
4237,4237,Oshodi-Isolo,Commercial,8565276.72
4238,4238,Epe,Residential,11835681.82
4239,4239,Surulere,Residential,5376782.87
4240,4240,Yaba,Residential,14270096.62
4241,4241,Alimosho,Commercial,2181537.12
4242,4242,Yaba,Residential,17782372.46
4243,4243,Mushin,Commercial,13875329.42
4244,4244,Eti-Osa,Residential,9223583.18
4245,4245,Amuwo-Odofin,Commercial,4152238.62
4246,4246,Ikorodu,Commercial,12859393.25
4247,4247,Lekki,Commercial,4531361.56
4248,4248,Lekki,Residential,20040006.41
4249,4249,Mushin,Commercial,3739048.06
4250,4250,Epe,Residential,23415304.37
4251,4251,Oshodi-Isolo,Commercial,16876521.36
4252,4252,Apapa,Residential,8537491.65
4253,4253,Agege,Commercial,11544724.43
4254,4254,Ikeja,Commercial,3244902.62
4255,4255,Ikeja,Residential,18500614.18
4256,4256,Epe,Commercial,12820232.75
4257,4257,Apapa,Residential,2127557.19
4258,4258,Surulere,Residential,16631222.33
4259,4259,Oshodi-Isolo,Commercial,1808247.34
4260,4260,Somolu,Residential,7105065.56
4261,4261,Ikeja,Commercial,19802701.85
4262,4262,Epe,Commercial,18887642.71
4263,4263,Ikorodu,Commercial,1486112.5
4264,4264,Apapa,Commercial,14876024.02
4265,4265,Mushin,Commercial,25541810.38
4266,4266,Ikorodu,Residential,7365940.33
4267,4267,Ifako-Ijaiye,Residential,9217875.06
4268,4268,Shomolu,Residential,11873858.11
4269,4269,Shomolu,Residential,29452945.96
4270,4270,Kosofe,Commercial,5289775.66
4271,4271,Lekki,Residential,45690415.84
4272,4272,Ifako-Ijaiye,Commercial,6895305.63
4273,4273,Epe,Residential,11118193.38
4274,4274,Ifako-Ijaiye,Commercial,10818299.61
4275,4275,Eti-Osa,Residential,30612916.16
4276,4276,Somolu,Residential,13685252.34
4277,4277,Epe,Commercial,24632664.1
4278,4278,Yaba,Commercial,23630804.49
4279,4279,Eti-Osa,Residential,3188426.11
4280,4280,Amuwo-Odofin,Commercial,18686134.19
4281,4281,Agege,Residential,8239865.87
4282,4282,Oshodi-Isolo,Residential,6924778.24
4283,4283,Apapa,Commercial,12577461.03
4284,4284,Somolu,Commercial,3254191.77
4285,4285,Badagry,Residential,5504780.41
4286,4286,Mushin,Commercial,21885941.3
4287,4287,Badagry,Residential,4612365.73
4288,4288,Epe,Residential,14602814.58
4289,4289,Ikorodu,Residential,16411133.01
4290,4290,Kosofe,Commercial,9058322.66
4291,4291,Victoria Island,Residential,28628801.12
4292,4292,Somolu,Residential,1195078.35
4293,4293,Oshodi-Isolo,Residential,2545858.83
4294,4294,Epe,Residential,18086392.46
4295,4295,Yaba,Residential,18175504.88
4296,4296,Yaba,Commercial,18156886.26
4297,4297,Epe,Commercial,11026516.5
4298,4298,Shomolu,Commercial,13753347.23
4299,4299,Yaba,Residential,31938603.87
4300,4300,Yaba,Residential,9596051.0
4301,4301,Ifako-Ijaiye,Commercial,9336388.92
4302,4302,Shomolu,Residential,2379083.11
4303,4303,Ifako-Ijaiye,Commercial,13907452.29
4304,4304,Shomolu,Residential,17430595.52
4305,4305,Oshodi-Isolo,Commercial,1095445.05
4306,4306,Ifako-Ijaiye,Commercial,14827352.47
4307,4307,Shomolu,Residential,25932504.08
4308,4308,Surulere,Residential,17097331.34
4309,4309,Somolu,Commercial,9300363.0
4310,4310,Victoria Island,Commercial,14650701.68
4311,4311,Oshodi-Isolo,Commercial,16504367.36
4312,4312,Ikorodu,Commercial,1548678.5
4313,4313,Oshodi-Isolo,Residential,3454199.12
4314,4314,Epe,Commercial,8354096.8
4315,4315,Mushin,Residential,17753649.51
4316,4316,Mushin,Commercial,13128667.77
4317,4317,Surulere,Residential,16606539.92
4318,4318,Mushin,Commercial,5046255.37
4319,4319,Somolu,Commercial,6638867.07
4320,4320,Agege,Commercial,9008495.28
4321,4321,Yaba,Residential,25078479.67
4322,4322,Epe,Residential,12254492.48
4323,4323,Kosofe,Residential,7397533.69
4324,4324,Epe,Residential,26601431.32
4325,4325,Shomolu,Residential,4564407.73
4326,4326,Epe,Commercial,10003019.25
4327,4327,Yaba,Commercial,36342228.99
4328,4328,Somolu,Commercial,3738663.46
4329,4329,Mushin,Commercial,18657439.07
4330,4330,Agege,Residential,1336969.93
4331,4331,Surulere,Commercial,20659644.85
4332,4332,Ajah,Residential,16160185.71
4333,4333,Victoria Island,Commercial,10344950.07
4334,4334,Shomolu,Commercial,6167141.75
4335,4335,Victoria Island,Commercial,22742728.97
4336,4336,Alimosho,Residential,4656572.98
4337,4337,Shomolu,Commercial,5728872.47
4338,4338,Ikeja,Residential,25590062.47
4339,4339,Eti-Osa,Commercial,47579726.7
4340,4340,Kosofe,Residential,12614316.63
4341,4341,Mushin,Residential,24746699.48
4342,4342,Victoria Island,Commercial,42971129.29
4343,4343,Apapa,Residential,13523240.93
4344,4344,Amuwo-Odofin,Residential,26973591.3
4345,4345,Mushin,Commercial,19743872.68
4346,4346,Ifako-Ijaiye,Commercial,2270709.82
4347,4347,Alimosho,Residential,13148582.58
4348,4348,Kosofe,Residential,4061930.33
4349,4349,Oshodi-Isolo,Residential,5292737.65
4350,4350,Yaba,Residential,33520785.2
4351,4351,Badagry,Residential,5673336.45
4352,4352,Oshodi-Isolo,Commercial,17712421.59
4353,4353,Ikorodu,Commercial,4271487.8
4354,4354,Surulere,Residential,23965234.93
4355,4355,Ikorodu,Commercial,13169038.44
4356,4356,Agege,Residential,2806112.08
4357,4357,Ajah,Residential,14859209.18
4358,4358,Ajah,Commercial,17864849.56
4359,4359,Ikeja,Residential,31922225.34
4360,4360,Eti-Osa,Commercial,22610453.54
4361,4361,Kosofe,Commercial,3440595.64
4362,4362,Mushin,Commercial,11896455.73
4363,4363,Oshodi-Isolo,Residential,24887510.95
4364,4364,Eti-Osa,Commercial,11682425.18
4365,4365,Apapa,Residential,15308500.05
4366,4366,Alimosho,Commercial,1524501.34
4367,4367,Eti-Osa,Commercial,19046951.66
4368,4368,Ifako-Ijaiye,Residential,20330107.02
4369,4369,Epe,Commercial,10990004.53
4370,4370,Surulere,Commercial,10605880.96
4371,4371,Epe,Residential,10613299.74
4372,4372,Ikeja,Residential,13814591.18
4373,4373,Agege,Commercial,4313764.19
4374,4374,Lekki,Commercial,10078893.26
4375,4375,Mushin,Residential,25050579.23
4376,4376,Epe,Residential,15856444.63
4377,4377,Agege,Commercial,363551.47
4378,4378,Eti-Osa,Commercial,31269144.31
4379,4379,Ikeja,Residential,6687232.82
4380,4380,Alimosho,Commercial,17259316.22
4381,4381,Kosofe,Commercial,11647234.14
4382,4382,Agege,Commercial,5571522.21
4383,4383,Ifako-Ijaiye,Commercial,2194508.14
4384,4384,Alimosho,Commercial,4427247.49
4385,4385,Alimosho,Residential,3521017.41
4386,4386,Yaba,Commercial,10038739.38
4387,4387,Ikorodu,Residential,16399471.11
4388,4388,Agege,Commercial,10473403.61
4389,4389,Yaba,Commercial,2951788.32
4390,4390,Alimosho,Residential,8399331.91
4391,4391,Agege,Commercial,9261157.7
4392,4392,Badagry,Residential,17240234.89
4393,4393,Yaba,Residential,21651434.37
4394,4394,Apapa,Commercial,1513378.65
4395,4395,Agege,Residential,1778331.49
4396,4396,Epe,Residential,13280043.17
4397,4397,Ifako-Ijaiye,Residential,5333888.78
4398,4398,Lekki,Residential,15089488.33
4399,4399,Alimosho,Residential,9745968.94
4400,4400,Oshodi-Isolo,Commercial,1742625.1
4401,4401,Somolu,Commercial,9414178.02
4402,4402,Shomolu,Commercial,9674653.53
4403,4403,Ikeja,Commercial,18764606.88
4404,4404,Lekki,Commercial,49944613.74
4405,4405,Shomolu,Residential,6809166.0
4406,4406,Victoria Island,Commercial,14515541.73
4407,4407,Kosofe,Residential,8940104.1
4408,4408,Ifako-Ijaiye,Residential,3714233.82
4409,4409,Alimosho,Residential,7971151.76
4410,4410,Amuwo-Odofin,Commercial,19782977.77
4411,4411,Lekki,Commercial,16711278.5
4412,4412,Surulere,Residential,14916965.49
4413,4413,Badagry,Commercial,3194929.17
4414,4414,Amuwo-Odofin,Residential,4661758.16
4415,4415,Shomolu,Commercial,27671478.16
4416,4416,Ikorodu,Residential,3086480.14
4417,4417,Apapa,Residential,10921204.8
4418,4418,Ifako-Ijaiye,Residential,18454406.9
4419,4419,Somolu,Commercial,6941517.21
4420,4420,Amuwo-Odofin,Commercial,1104638.81
4421,4421,Lekki,Residential,44410379.16
4422,4422,Ikeja,Residential,25229122.99
4423,4423,Ifako-Ijaiye,Residential,8261935.25
4424,4424,Victoria Island,Residential,13526326.07
4425,4425,Alimosho,Residential,1277041.78
4426,4426,Kosofe,Commercial,3689644.96
4427,4427,Ifako-Ijaiye,Residential,21770260.62
4428,4428,Agege,Commercial,4669978.53
4429,4429,Yaba,Commercial,11289226.99
4430,4430,Victoria Island,Commercial,32308854.69
4431,4431,Mushin,Commercial,16116610.03
4432,4432,Oshodi-Isolo,Commercial,9095233.05
4433,4433,Oshodi-Isolo,Commercial,3566522.58
4434,4434,Ifako-Ijaiye,Commercial,24130962.87
4435,4435,Lekki,Residential,29775384.53
4436,4436,Oshodi-Isolo,Residential,3072789.8
4437,4437,Amuwo-Odofin,Commercial,17797159.17
4438,4438,Alimosho,Residential,6029052.12
4439,4439,Oshodi-Isolo,Residential,18499266.11
4440,4440,Eti-Osa,Residential,24938097.67
4441,4441,Yaba,Commercial,32637739.45
4442,4442,Eti-Osa,Residential,24737622.92
4443,4443,Ikorodu,Commercial,2766343.45
4444,4444,Ikeja,Residential,3919767.12
4445,4445,Apapa,Residential,13199734.42
4446,4446,Oshodi-Isolo,Commercial,23834258.48
4447,4447,Amuwo-Odofin,Commercial,9874332.68
4448,4448,Lekki,Residential,39166828.58
4449,4449,Yaba,Residential,8578242.29
4450,4450,Alimosho,Residential,11365965.85
4451,4451,Yaba,Residential,13778530.38
4452,4452,Ajah,Residential,22910999.44
4453,4453,Mushin,Residential,10290024.13
4454,4454,Ikorodu,Residential,9091071.5
4455,4455,Eti-Osa,Residential,6359025.06
4456,4456,Ajah,Commercial,16558260.27
4457,4457,Eti-Osa,Commercial,14812712.78
4458,4458,Apapa,Commercial,12683624.49
4459,4459,Ikeja,Commercial,3658006.37
4460,4460,Shomolu,Residential,26051770.8
4461,4461,Surulere,Residential,1024264.81
4462,4462,Eti-Osa,Residential,38312430.72
4463,4463,Ikorodu,Commercial,6262647.45
4464,4464,Badagry,Commercial,3031736.73
4465,4465,Mushin,Residential,18425111.53
4466,4466,Ifako-Ijaiye,Commercial,8948116.91
4467,4467,Eti-Osa,Residential,42693157.28
4468,4468,Ifako-Ijaiye,Commercial,3419274.01
4469,4469,Ikorodu,Residential,2943983.24
4470,4470,Surulere,Residential,14718417.72
4471,4471,Epe,Residential,3604450.94
4472,4472,Ajah,Commercial,8428339.72
4473,4473,Yaba,Commercial,5471533.78
4474,4474,Kosofe,Commercial,1358618.78
4475,4475,Somolu,Residential,21292435.09
4476,4476,Alimosho,Residential,9399718.37
4477,4477,Kosofe,Residential,9039323.87
4478,4478,Kosofe,Residential,2773245.65
4479,4479,Ikorodu,Residential,7734629.46
4480,4480,Apapa,Commercial,1965968.56
4481,4481,Mushin,Residential,8585811.57
4482,4482,Apapa,Residential,10526252.87
4483,4483,Mushin,Commercial,6382816.67
4484,4484,Alimosho,Commercial,2915191.21
4485,4485,Eti-Osa,Residential,6412549.61
4486,4486,Ikeja,Residential,2651654.46
4487,4487,Amuwo-Odofin,Commercial,12310501.53
4488,4488,Oshodi-Isolo,Residential,10951112.87
4489,4489,Lekki,Residential,15233009.78
4490,4490,Lekki,Residential,13631476.05
4491,4491,Ikorodu,Commercial,11808004.68
4492,4492,Somolu,Residential,10653773.93
4493,4493,Somolu,Commercial,18657078.35
4494,4494,Alimosho,Residential,3224747.39
4495,4495,Ifako-Ijaiye,Residential,11181673.9
4496,4496,Agege,Residential,2200272.58
4497,4497,Ikorodu,Commercial,15801839.07
4498,4498,Oshodi-Isolo,Commercial,14423560.41
4499,4499,Oshodi-Isolo,Residential,15669965.98
4500,4500,Somolu,Commercial,2013459.76
4501,4501,Ikeja,Commercial,43598636.71
4502,4502,Surulere,Commercial,26546444.7
4503,4503,Oshodi-Isolo,Residential,28516194.77
4504,4504,Yaba,Commercial,6339344.4
4505,4505,Yaba,Residential,34165108.46
4506,4506,Kosofe,Commercial,22326589.99
4507,4507,Ifako-Ijaiye,Commercial,9586438.44
4508,4508,Ikorodu,Residential,7630751.68
4509,4509,Kosofe,Residential,1729417.74
4510,4510,Surulere,Commercial,10295565.89
4511,4511,Yaba,Commercial,1758614.76
4512,4512,Ikeja,Commercial,5749010.09
4513,4513,Amuwo-Odofin,Commercial,4804512.1
4514,4514,Amuwo-Odofin,Commercial,16899689.41
4515,4515,Oshodi-Isolo,Residential,8555977.27
4516,4516,Oshodi-Isolo,Residential,15394748.95
4517,4517,Eti-Osa,Residential,42248141.63
4518,4518,Surulere,Residential,23579756.32
4519,4519,Amuwo-Odofin,Residential,6955501.95
4520,4520,Kosofe,Commercial,8723954.41
4521,4521,Amuwo-Odofin,Commercial,8608167.26
4522,4522,Agege,Residential,2086793.93
4523,4523,Victoria Island,Commercial,32813536.14
4524,4524,Ikorodu,Residential,810994.35
4525,4525,Oshodi-Isolo,Residential,6314134.18
4526,4526,Epe,Residential,9221646.59
4527,4527,Yaba,Commercial,20004240.09
4528,4528,Kosofe,Residential,12341160.6
4529,4529,Yaba,Commercial,17816008.66
4530,4530,Surulere,Commercial,5451833.65
4531,4531,Epe,Residential,8005110.8
4532,4532,Lekki,Residential,15328564.52
4533,4533,Ikeja,Commercial,17093926.95
4534,4534,Badagry,Residential,11507082.58
4535,4535,Epe,Residential,8373154.15
4536,4536,Kosofe,Residential,6084271.17
4537,4537,Victoria Island,Commercial,24017490.95
4538,4538,Alimosho,Residential,5574780.82
4539,4539,Alimosho,Residential,12926703.73
4540,4540,Agege,Commercial,14959739.51
4541,4541,Alimosho,Commercial,6930969.12
4542,4542,Alimosho,Commercial,2435753.83
4543,4543,Oshodi-Isolo,Residential,9325685.99
4544,4544,Apapa,Commercial,16704847.21
4545,4545,Surulere,Commercial,15809226.51
4546,4546,Ajah,Commercial,22108629.6
4547,4547,Mushin,Commercial,3273727.27
4548,4548,Ajah,Residential,816013.24
4549,4549,Ifako-Ijaiye,Residential,8023226.99
4550,4550,Apapa,Residential,14342964.8
4551,4551,Mushin,Commercial,17093848.82
4552,4552,Yaba,Residential,2443031.34
4553,4553,Agege,Residential,3391483.06
4554,4554,Kosofe,Residential,14874595.85
4555,4555,Epe,Residential,5619800.35
4556,4556,Victoria Island,Residential,5906246.92
4557,4557,Yaba,Commercial,13884329.69
4558,4558,Ikeja,Commercial,17718938.14
4559,4559,Oshodi-Isolo,Residential,5345596.46
4560,4560,Shomolu,Residential,3514628.24
4561,4561,Ikeja,Commercial,2023917.79
4562,4562,Eti-Osa,Residential,17254419.68
4563,4563,Ikeja,Commercial,12308438.2
4564,4564,Agege,Residential,7799156.4
4565,4565,Somolu,Commercial,4781854.75
4566,4566,Ikeja,Residential,44118150.78
4567,4567,Somolu,Commercial,23655488.67
4568,4568,Lekki,Residential,16375183.69
4569,4569,Surulere,Residential,1876097.38
4570,4570,Surulere,Residential,9821297.1
4571,4571,Ikeja,Commercial,6512981.61
4572,4572,Shomolu,Commercial,13689938.42
4573,4573,Victoria Island,Commercial,4349574.72
4574,4574,Oshodi-Isolo,Commercial,4319988.77
4575,4575,Ifako-Ijaiye,Commercial,8083335.42
4576,4576,Badagry,Commercial,2165884.72
4577,4577,Oshodi-Isolo,Commercial,3127919.06
4578,4578,Oshodi-Isolo,Residential,10299088.08
4579,4579,Yaba,Residential,13621030.08
4580,4580,Ajah,Commercial,17241873.69
4581,4581,Ikeja,Commercial,8130358.24
4582,4582,Ikeja,Commercial,14138602.53
4583,4583,Ifako-Ijaiye,Residential,3744779.76
4584,4584,Mushin,Residential,15102542.85
4585,4585,Badagry,Residential,18968330.48
4586,4586,Amuwo-Odofin,Commercial,10593803.07
4587,4587,Yaba,Residential,10236824.55
4588,4588,Ikorodu,Residential,5328546.71
4589,4589,Ifako-Ijaiye,Commercial,16370053.8
4590,4590,Somolu,Residential,16294163.94
4591,4591,Shomolu,Commercial,15599773.67
4592,4592,Shomolu,Commercial,1291425.48
4593,4593,Lekki,Commercial,25400065.9
4594,4594,Eti-Osa,Commercial,26620740.0
4595,4595,Eti-Osa,Commercial,5544468.51
4596,4596,Eti-Osa,Commercial,36069441.53
4597,4597,Ikorodu,Residential,542115.58
4598,4598,Epe,Commercial,2745236.08
4599,4599,Amuwo-Odofin,Commercial,2185657.84
4600,4600,Badagry,Residential,22609220.73
4601,4601,Ifako-Ijaiye,Commercial,8109772.22
4602,4602,Ikorodu,Residential,11477771.83
4603,4603,Yaba,Commercial,12505347.56
4604,4604,Victoria Island,Residential,37776142.94
4605,4605,Alimosho,Commercial,13252775.47
4606,4606,Agege,Commercial,16458631.12
4607,4607,Eti-Osa,Commercial,34552142.32
4608,4608,Ifako-Ijaiye,Residential,1731054.13
4609,4609,Ajah,Residential,3409921.85
4610,4610,Somolu,Commercial,9830868.48
4611,4611,Mushin,Commercial,3592519.91
4612,4612,Epe,Residential,25070510.18
4613,4613,Shomolu,Commercial,18399920.0
4614,4614,Amuwo-Odofin,Residential,11587130.22
4615,4615,Surulere,Residential,6009013.93
4616,4616,Shomolu,Residential,16034374.42
4617,4617,Mushin,Residential,2640430.0
4618,4618,Victoria Island,Residential,17735954.79
4619,4619,Ajah,Commercial,5938493.33
4620,4620,Ifako-Ijaiye,Residential,9778134.83
4621,4621,Alimosho,Commercial,7937047.57
4622,4622,Shomolu,Commercial,15441991.0
4623,4623,Eti-Osa,Residential,3724938.58
4624,4624,Agege,Commercial,4056998.93
4625,4625,Eti-Osa,Residential,22062429.91
4626,4626,Eti-Osa,Residential,16282042.84
4627,4627,Amuwo-Odofin,Commercial,11533783.16
4628,4628,Ikeja,Commercial,22809787.16
4629,4629,Shomolu,Commercial,17685515.92
4630,4630,Ikorodu,Commercial,10706126.65
4631,4631,Victoria Island,Residential,60367151.07
4632,4632,Apapa,Residential,1405202.47
4633,4633,Agege,Commercial,580485.49
4634,4634,Yaba,Commercial,1601103.75
4635,4635,Surulere,Residential,10742951.16
4636,4636,Yaba,Residential,23975764.25
4637,4637,Epe,Residential,3260403.08
4638,4638,Ifako-Ijaiye,Residential,5569165.86
4639,4639,Alimosho,Residential,3952552.37
4640,4640,Ifako-Ijaiye,Commercial,9756695.79
4641,4641,Ajah,Commercial,11863242.67
4642,4642,Kosofe,Residential,10957107.84
4643,4643,Alimosho,Residential,3728101.23
4644,4644,Oshodi-Isolo,Commercial,3905277.36
4645,4645,Apapa,Residential,5559171.39
4646,4646,Lekki,Commercial,58324727.69
4647,4647,Ikeja,Residential,18004114.81
4648,4648,Apapa,Commercial,9013581.3
4649,4649,Badagry,Commercial,17198097.85
4650,4650,Alimosho,Residential,6300053.06
4651,4651,Somolu,Residential,12583596.64
4652,4652,Ifako-Ijaiye,Residential,12110145.26
4653,4653,Agege,Residential,1139149.02
4654,4654,Epe,Commercial,21534609.2
4655,4655,Kosofe,Commercial,8795375.09
4656,4656,Kosofe,Commercial,18074009.02
4657,4657,Shomolu,Commercial,20568555.87
4658,4658,Surulere,Residential,25946034.2
4659,4659,Ikeja,Residential,7030980.73
4660,4660,Amuwo-Odofin,Residential,818270.14
4661,4661,Apapa,Commercial,14006290.88
4662,4662,Kosofe,Residential,12715965.45
4663,4663,Epe,Residential,10044268.03
4664,4664,Ikorodu,Residential,3722562.18
4665,4665,Kosofe,Residential,6740150.11
4666,4666,Alimosho,Commercial,7090817.0
4667,4667,Ifako-Ijaiye,Commercial,3873495.12
4668,4668,Eti-Osa,Residential,18518353.42
4669,4669,Somolu,Commercial,19738248.76
4670,4670,Alimosho,Commercial,10988992.08
4671,4671,Yaba,Residential,25676001.36
4672,4672,Ikeja,Residential,25241967.08
4673,4673,Oshodi-Isolo,Commercial,9554076.48
4674,4674,Somolu,Commercial,14805075.75
4675,4675,Yaba,Residential,12001430.79
4676,4676,Badagry,Commercial,1289466.8
4677,4677,Shomolu,Commercial,8715662.76
4678,4678,Kosofe,Residential,6657896.08
4679,4679,Lekki,Commercial,12368236.02
4680,4680,Amuwo-Odofin,Commercial,1725134.68
4681,4681,Apapa,Residential,5817890.59
4682,4682,Surulere,Residential,9907179.53
4683,4683,Agege,Commercial,15647276.2
4684,4684,Oshodi-Isolo,Commercial,8185950.84
4685,4685,Shomolu,Residential,4921804.51
4686,4686,Eti-Osa,Commercial,20857284.92
4687,4687,Oshodi-Isolo,Residential,5056459.28
4688,4688,Surulere,Commercial,3569845.6
4689,4689,Ifako-Ijaiye,Residential,12211469.28
4690,4690,Kosofe,Residential,12427505.11
4691,4691,Alimosho,Commercial,8149789.24
4692,4692,Eti-Osa,Residential,13138330.43
4693,4693,Ajah,Commercial,11156229.01
4694,4694,Mushin,Residential,13727227.98
4695,4695,Surulere,Residential,34757851.72
4696,4696,Epe,Residential,6041048.75
4697,4697,Surulere,Commercial,12214661.12
4698,4698,Ikeja,Residential,11375247.72
4699,4699,Lekki,Commercial,6446888.29
4700,4700,Ajah,Commercial,7913035.89
4701,4701,Apapa,Residential,4571489.48
4702,4702,Oshodi-Isolo,Commercial,17292747.34
4703,4703,Amuwo-Odofin,Residential,11353590.48
4704,4704,Kosofe,Residential,11363131.06
4705,4705,Amuwo-Odofin,Commercial,1916718.28
4706,4706,Ajah,Commercial,13129788.83
4707,4707,Amuwo-Odofin,Residential,21632630.57
4708,4708,Ikorodu,Residential,1841288.79
4709,4709,Apapa,Residential,20497995.01
4710,4710,Ajah,Residential,3524597.22
4711,4711,Kosofe,Commercial,18571790.69
4712,4712,Apapa,Residential,15287629.93
4713,4713,Oshodi-Isolo,Commercial,25078845.63
4714,4714,Eti-Osa,Residential,28308251.41
4715,4715,Shomolu,Residential,5171404.27
4716,4716,Surulere,Residential,1698234.49
4717,4717,Apapa,Commercial,8309564.52
4718,4718,Ikorodu,Residential,5215248.49
4719,4719,Epe,Commercial,13595138.78
4720,4720,Ikorodu,Residential,2437430.38
4721,4721,Kosofe,Residential,1783053.11
4722,4722,Shomolu,Residential,5661127.2
4723,4723,Apapa,Residential,12180747.04
4724,4724,Ikorodu,Residential,7776148.39
4725,4725,Ikorodu,Residential,10028955.81
4726,4726,Epe,Residential,3503159.76
4727,4727,Agege,Commercial,4504443.18
4728,4728,Alimosho,Commercial,2181492.44
4729,4729,Eti-Osa,Residential,3625518.68
4730,4730,Epe,Commercial,10440343.0
4731,4731,Shomolu,Residential,3034053.07
4732,4732,Ifako-Ijaiye,Residential,5860591.43
4733,4733,Alimosho,Commercial,12312040.21
4734,4734,Yaba,Commercial,11157155.58
4735,4735,Amuwo-Odofin,Residential,9077355.68
