taxpayer_id,tax_year,declared_income,expected_tax,tax_paid,payment_status
2095,2024,10809627.0,2702406.75,2577825.8,Paid
2096,2024,455669.0,22783.45,20917.49,Paid
2097,2024,3446365.0,620345.7,528410.47,Partial
2098,2024,6196236.0,1115322.48,843183.79,Partial
2099,2024,2707042.5,487267.65,338651.02,Partial
2100,2024,1635970.0,163597.0,66518.54,Unpaid
2101,2024,10999548.0,2749887.0,1176951.64,Unpaid
2102,2024,2197742.5,395593.65,353027.77,Partial
2103,2024,11705157.0,2926289.25,1817810.88,Partial
2104,2024,3912441.0,704239.38,427825.42,Partial
2105,2024,4408851.0,793593.18,688124.65,Partial
2106,2024,3091896.0,556541.28,274040.93,Unpaid
2107,2024,2158830.0,388589.4,285069.18,Partial
2108,2024,7872570.0,1417062.6,654541.21,Unpaid
2109,2024,2801653.5,504297.63,379231.82,Partial
2110,2024,2083655.0,375057.9,205344.2,Partial
2111,2024,370731.0,18536.55,9144.08,Unpaid
2112,2024,5638275.0,1014889.5,425847.63,Unpaid
2113,2024,7861114.0,1415000.52,607742.72,Unpaid
2114,2024,2198371.0,395706.78,309323.99,Partial
2115,2024,1724296.0,172429.6,118010.82,Partial
2116,2024,11388604.0,2847151.0,2037990.69,Partial
2117,2024,1428063.0,142806.3,65776.58,Unpaid
2118,2024,6813315.0,1226396.7,534586.32,Unpaid
2119,2024,1145956.5,114595.65,69364.75,Partial
2120,2024,6299227.5,1133860.95,749822.25,Partial
2121,2024,10739825.0,2684956.25,2098024.81,Partial
2122,2024,3996969.0,719454.42,475127.7,Partial
2123,2024,1568010.0,156801.0,104115.86,Partial
2124,2024,4652413.5,837434.43,797740.04,Paid
2125,2024,992383.5,99238.35,80204.43,Partial
2126,2024,5618300.0,1011294.0,977011.13,Paid
2127,2024,4299364.0,773885.52,368524.28,Unpaid
2128,2024,445122.0,22256.1,10778.63,Unpaid
2129,2024,3439221.0,619059.78,272695.83,Unpaid
2130,2024,6574868.0,1183476.24,924058.25,Partial
2131,2024,5137009.5,924661.71,814719.43,Partial
2132,2024,7572554.0,1363059.72,1303221.4,Paid
2133,2024,4842104.0,871578.72,650197.73,Partial
2134,2024,7416564.0,1334981.52,580182.97,Unpaid
2135,2024,3604938.0,648888.84,387970.64,Partial
2136,2024,1255377.0,125537.7,124131.68,Paid
2137,2024,2335643.0,420415.74,234928.32,Partial
2138,2024,6345720.0,1142229.6,826517.34,Partial
2139,2024,356158.0,17807.9,14180.43,Partial
2140,2024,10338660.0,2584665.0,1124587.74,Unpaid
2141,2024,6019936.5,1083588.57,479921.38,Unpaid
2142,2024,4853565.0,873641.7,431579.0,Unpaid
2143,2024,6367122.5,1146082.05,586794.01,Partial
2144,2024,2541312.0,457436.16,304332.28,Partial
2145,2024,4400880.0,792158.4,666126.0,Partial
2146,2024,9763176.0,1757371.68,1211532.04,Partial
2147,2024,509428.5,50942.85,42761.43,Partial
2148,2024,3327288.0,598911.84,569744.83,Paid
2149,2024,5364865.5,965675.79,537108.87,Partial
2150,2024,1106730.0,110673.0,56786.32,Partial
2151,2024,5646315.0,1016336.7,817439.61,Partial
2152,2024,3547284.0,638511.12,261406.45,Unpaid
2153,2024,12350924.0,3087731.0,2878074.07,Paid
2154,2024,2189734.0,394152.12,247212.21,Partial
2155,2024,5061036.0,910986.48,472528.69,Partial
2156,2024,4885056.0,879310.08,721034.27,Partial
2157,2024,5271738.0,948912.84,649341.06,Partial
2158,2024,3929227.5,707260.95,505974.48,Partial
2159,2024,1057185.0,105718.5,82735.3,Partial
2160,2024,6784768.5,1221258.33,758401.42,Partial
2161,2024,2528527.5,455134.95,264979.57,Partial
2162,2024,1470357.0,147035.7,114482.0,Partial
2163,2024,4621300.5,831834.09,535451.6,Partial
2164,2024,1469590.5,146959.05,108720.31,Partial
2165,2024,1017018.0,101701.8,100705.12,Paid
2166,2024,10344294.0,2586073.5,2505646.61,Paid
2167,2024,2672310.0,481015.8,420840.72,Partial
2168,2024,829287.0,82928.7,80449.13,Paid
2169,2024,4097099.0,737477.82,334372.44,Unpaid
2170,2024,1651217.0,165121.7,69433.67,Unpaid
2171,2024,1714311.0,171431.1,70578.18,Unpaid
2172,2024,5258227.5,946480.95,752641.65,Partial
2173,2024,1246738.5,124673.85,89852.44,Partial
2174,2024,2435529.0,438395.22,346376.06,Partial
2175,2024,3825294.0,688552.92,522749.38,Partial
2176,2024,7304875.5,1314877.59,1092400.3,Partial
2177,2024,453819.0,22690.95,9403.13,Unpaid
2178,2024,2098776.0,377779.68,246047.91,Partial
2179,2024,3474049.5,625328.91,328110.08,Partial
2180,2024,6439665.0,1159139.7,1044964.44,Paid
2181,2024,5213712.0,938468.16,411893.68,Unpaid
2182,2024,7469238.0,1344462.84,773335.03,Partial
2183,2024,407345.0,20367.25,19043.38,Paid
2184,2024,6555952.0,1180071.36,926474.02,Partial
2185,2024,3082221.0,554799.78,375710.41,Partial
2186,2024,6599512.5,1187912.25,1053321.79,Partial
2187,2024,7047979.5,1268636.31,539804.75,Unpaid
2188,2024,4118764.0,741377.52,466993.7,Partial
2189,2024,4834756.5,870256.17,437564.8,Partial
2190,2024,2117143.5,381085.83,262415.7,Partial
2191,2024,419887.5,20994.38,17862.01,Partial
2192,2024,1405176.0,140517.6,129669.64,Paid
2193,2024,4854793.5,873862.83,816013.11,Paid
2194,2024,7112131.5,1280183.67,667999.84,Partial
2195,2024,4574335.5,823380.39,701190.74,Partial
2196,2024,5694018.0,1024923.24,992125.7,Paid
2197,2024,1091616.0,109161.6,88180.74,Partial
2198,2024,1533568.5,153356.85,70651.5,Unpaid
2199,2024,7305709.5,1315027.71,603729.22,Unpaid
2200,2024,6336040.0,1140487.2,743255.51,Partial
2201,2024,16412720.0,4103180.0,1986349.44,Unpaid
2202,2024,4814263.5,866567.43,683548.39,Partial
2203,2024,1614799.0,161479.9,104671.27,Partial
2204,2024,3014727.0,542650.86,487843.12,Partial
2205,2024,2509788.0,451761.84,352012.83,Partial
2206,2024,633103.5,63310.35,45399.85,Partial
2207,2024,13579844.0,3394961.0,2383602.12,Partial
2208,2024,3029709.0,545347.62,244206.66,Unpaid
2209,2024,6933200.0,1247976.0,1051918.97,Partial
2210,2024,3557016.0,640262.88,256297.23,Unpaid
2211,2024,3218460.0,579322.8,462415.46,Partial
2212,2024,3859118.0,694641.24,496321.17,Partial
2213,2024,3565536.0,641796.48,568374.96,Partial
2214,2024,4793022.0,862743.96,582956.09,Partial
2215,2024,4582360.5,824824.89,519144.79,Partial
2216,2024,4309933.5,775788.03,582151.34,Partial
2217,2024,4948906.0,890803.08,845015.8,Paid
2218,2024,1084774.5,108477.45,50257.6,Unpaid
2219,2024,4585405.0,825372.9,461135.84,Partial
2220,2024,14726979.0,3681744.75,2115530.53,Partial
2221,2024,3194122.5,574942.05,304201.84,Partial
2222,2024,6981249.0,1256624.82,631705.3,Partial
2223,2024,1833064.0,183306.4,110662.07,Partial
2224,2024,3664651.5,659637.27,386019.73,Partial
2225,2024,2592393.0,466630.74,456271.54,Paid
2226,2024,758301.0,75830.1,44853.5,Partial
2227,2024,8074724.0,1453450.32,600420.33,Unpaid
2228,2024,6990792.0,1258342.56,812385.96,Partial
2229,2024,11249995.0,2812498.75,1608468.04,Partial
2230,2024,3907248.0,703304.64,532682.93,Partial
2231,2024,2297970.0,413634.6,334630.39,Partial
2232,2024,8952640.0,1611475.2,1577956.52,Paid
2233,2024,19510900.0,4877725.0,4743587.56,Paid
2234,2024,1346613.0,134661.3,132062.34,Paid
2235,2024,944956.5,94495.65,88079.4,Paid
2236,2024,4141594.5,745487.01,653941.21,Partial
2237,2024,4590606.0,826309.08,377953.77,Unpaid
2238,2024,4040160.0,727228.8,412484.18,Partial
2239,2024,3290235.0,592242.3,497542.76,Partial
2240,2024,639640.5,63964.05,42113.93,Partial
2241,2024,5587507.5,1005751.35,555577.05,Partial
2242,2024,6710700.0,1207926.0,761114.17,Partial
2243,2024,1758723.0,175872.3,139132.58,Partial
2244,2024,1315441.5,131544.15,56695.53,Unpaid
2245,2024,1994466.0,199446.6,150223.18,Partial
2246,2024,1802945.0,180294.5,85135.06,Unpaid
2247,2024,5100214.5,918038.61,585984.04,Partial
2248,2024,3137988.0,564837.84,338224.9,Partial
2249,2024,3304396.5,594791.37,488264.24,Partial
2250,2024,5554248.0,999764.64,689737.63,Partial
2251,2024,12574053.0,3143513.25,3062096.26,Paid
2252,2024,675366.0,67536.6,46870.4,Partial
2253,2024,3927171.0,706890.78,653167.08,Paid
2254,2024,6158311.5,1108496.07,514342.18,Unpaid
2255,2024,14058408.0,3514602.0,2934341.21,Partial
2256,2024,5734995.0,1032299.1,964167.36,Paid
2257,2024,3393090.0,610756.2,301774.64,Unpaid
2258,2024,5048028.0,908645.04,579352.08,Partial
2259,2024,2274153.0,409347.54,343278.85,Partial
2260,2024,975690.0,97569.0,87324.26,Partial
2261,2024,6138480.0,1104926.4,818308.49,Partial
2262,2024,4549458.0,818902.44,671090.55,Partial
2263,2024,4015765.5,722837.79,447075.17,Partial
2264,2024,1817696.0,181769.6,156267.33,Partial
2265,2024,5280225.0,950440.5,567222.89,Partial
2266,2024,872553.0,87255.3,58129.48,Partial
2267,2024,1696152.0,169615.2,152161.8,Partial
2268,2024,5127969.0,923034.42,709167.34,Partial
2269,2024,7323241.5,1318183.47,1002214.89,Partial
2270,2024,1842103.0,184210.3,80720.95,Unpaid
2271,2024,582580.5,58258.05,37774.52,Partial
2272,2024,2376972.0,427854.96,230485.47,Partial
2273,2024,4497655.5,809577.99,426080.9,Partial
2274,2024,6481090.5,1166596.29,733205.77,Partial
2275,2024,5314294.0,956572.92,846088.75,Partial
2276,2024,2190456.0,394282.08,199388.45,Partial
2277,2024,4375017.5,787503.15,625986.25,Partial
2278,2024,3011138.0,542004.84,253820.87,Unpaid
2279,2024,3045419.0,548175.42,273046.18,Unpaid
2280,2024,1475784.0,147578.4,124010.13,Partial
2281,2024,5388475.0,969925.5,940827.73,Paid
2282,2024,9136866.0,1644635.88,1371461.86,Partial
2283,2024,1717998.0,171799.8,93837.05,Partial
2284,2024,6004555.5,1080819.99,798077.48,Partial
2285,2024,5910872.0,1063956.96,702637.18,Partial
2286,2024,6578808.0,1184185.44,802167.22,Partial
2287,2024,5284260.0,951166.8,838453.53,Partial
2288,2024,508784.0,50878.4,37375.27,Partial
2289,2024,1032555.0,103255.5,49407.76,Unpaid
2290,2024,368856.0,18442.8,16677.82,Paid
2291,2024,10185243.0,2546310.75,2351263.35,Paid
2292,2024,4785027.0,861304.86,495508.69,Partial
2293,2024,4623809.0,832285.62,495126.72,Partial
2294,2024,4365301.0,785754.18,614931.22,Partial
2295,2024,3742894.0,673720.92,498283.99,Partial
2296,2024,4142302.0,745614.36,443118.61,Partial
2297,2024,6218949.0,1119410.82,465898.78,Unpaid
2298,2024,3754021.0,675723.78,352592.67,Partial
2299,2024,6855970.5,1234074.69,678494.26,Partial
2300,2024,9475654.0,1705617.72,785778.08,Unpaid
2301,2024,5057070.0,910272.6,415721.5,Unpaid
2302,2024,4024447.5,724400.55,635081.96,Partial
2303,2024,867291.0,86729.1,41603.95,Unpaid
2304,2024,4225738.5,760632.93,551078.56,Partial
2305,2024,16990000.0,4247500.0,3457465.0,Partial
2306,2024,5147209.5,926497.71,758894.27,Partial
2307,2024,919528.0,91952.8,64017.54,Partial
2308,2024,3149080.0,566834.4,287441.72,Partial
2309,2024,9760704.0,1756926.72,764965.89,Unpaid
2310,2024,7312078.5,1316174.13,1097952.46,Partial
2311,2024,3576793.5,643822.83,399427.68,Partial
2312,2024,3063837.0,551490.66,238630.01,Unpaid
2313,2024,7786816.0,1401626.88,755897.38,Partial
2314,2024,1087266.0,108726.6,93776.69,Partial
2315,2024,2662717.5,479289.15,430209.94,Partial
2316,2024,1565089.5,156508.95,94922.68,Partial
2317,2024,7018347.5,1263302.55,956320.03,Partial
2318,2024,12805712.0,3201428.0,2131190.62,Partial
2319,2024,910281.0,91028.1,77373.89,Partial
2320,2024,2155270.0,387948.6,362382.79,Paid
2321,2024,1318797.0,131879.7,53239.83,Unpaid
2322,2024,3222517.5,580053.15,555806.93,Paid
2323,2024,7479585.0,1346325.3,1178438.54,Partial
2324,2024,13452740.0,3363185.0,2850635.61,Partial
2325,2024,1891621.0,189162.1,132848.54,Partial
2326,2024,2554434.0,459798.12,219093.8,Unpaid
2327,2024,7236370.5,1302546.69,931841.9,Partial
2328,2024,1872934.5,187293.45,113387.45,Partial
2329,2024,2505490.0,450988.2,240782.6,Partial
2330,2024,12937648.0,3234412.0,1675748.86,Partial
2331,2024,3338739.0,600973.02,545623.4,Paid
2332,2024,1491427.5,149142.75,99985.3,Partial
2333,2024,4934794.5,888263.01,421391.97,Unpaid
2334,2024,3787584.0,681765.12,492643.48,Partial
2335,2024,11304584.0,2826146.0,2142218.67,Partial
2336,2024,977250.0,97725.0,80163.82,Partial
2337,2024,993108.0,99310.8,59924.14,Partial
2338,2024,5570902.5,1002762.45,754578.74,Partial
2339,2024,7457092.5,1342276.65,1038385.22,Partial
2340,2024,2994555.0,539019.9,370037.16,Partial
2341,2024,6161110.5,1108999.89,638007.64,Partial
2342,2024,4654059.0,837730.62,465359.36,Partial
2343,2024,5939934.0,1069188.12,1020112.39,Paid
2344,2024,2773104.0,499158.72,356748.74,Partial
2345,2024,11081094.0,2770273.5,2590482.75,Paid
2346,2024,1811422.0,181142.2,167991.28,Paid
2347,2024,3690439.5,664279.11,541852.47,Partial
2348,2024,2900590.5,522106.29,516780.81,Paid
2349,2024,3801162.0,684209.16,581509.37,Partial
2350,2024,5896498.5,1061369.73,472097.26,Unpaid
2351,2024,861554.0,86155.4,67347.68,Partial
2352,2024,7423714.5,1336268.61,746706.9,Partial
2353,2024,1749025.0,174902.5,134639.94,Partial
2354,2024,8027386.0,1444929.48,1184264.2,Partial
2355,2024,502074.0,50207.4,21252.79,Unpaid
2356,2024,1697520.0,169752.0,124326.36,Partial
2357,2024,3342256.5,601606.17,341291.18,Partial
2358,2024,2351964.0,423353.52,261293.79,Partial
2359,2024,4563700.5,821466.09,472096.56,Partial
2360,2024,5422545.0,976058.1,647614.55,Partial
2361,2024,4848872.0,872796.96,629984.85,Partial
2362,2024,1467567.0,146756.7,87232.18,Partial
2363,2024,2234890.0,402280.2,183681.14,Unpaid
2364,2024,6343531.5,1141835.67,722211.06,Partial
2365,2024,3425728.0,616631.04,454272.09,Partial
2366,2024,5438907.5,979003.35,586227.21,Partial
2367,2024,5504570.0,990822.6,814654.34,Partial
2368,2024,8075592.0,1453606.56,784075.38,Partial
2369,2024,3921769.5,705918.51,631373.52,Partial
2370,2024,1180961.0,118096.1,95327.17,Partial
2371,2024,333022.5,16651.12,12065.41,Partial
2372,2024,5883316.5,1058996.97,857469.85,Partial
2373,2024,11786208.0,2946552.0,2477460.92,Partial
2374,2024,6853912.5,1233704.25,616358.64,Unpaid
2375,2024,664701.0,66470.1,39443.36,Partial
2376,2024,6420729.0,1155731.22,603407.27,Partial
2377,2024,12319704.0,3079926.0,1774345.37,Partial
2378,2024,15106760.0,3776690.0,1722170.64,Unpaid
2379,2024,1772848.0,177284.8,98304.42,Partial
2380,2024,4017644.0,723175.92,309302.34,Unpaid
2381,2024,4210897.0,757961.46,757734.07,Paid
2382,2024,1647445.0,164744.5,137825.25,Partial
2383,2024,5760492.0,1036888.56,435596.88,Unpaid
2384,2024,496879.5,24843.98,15308.86,Partial
2385,2024,6572791.5,1183102.47,826397.08,Partial
2386,2024,3203346.0,576602.28,409041.66,Partial
2387,2024,1538488.5,153848.85,98509.42,Partial
2388,2024,3422017.5,615963.15,290549.82,Unpaid
2389,2024,4331292.0,779632.56,586673.5,Partial
2390,2024,6035950.5,1086471.09,803228.08,Partial
2391,2024,6630933.0,1193567.94,1090563.03,Paid
2392,2024,5358961.5,964613.07,724038.57,Partial
2393,2024,3362806.5,605305.17,417539.51,Partial
2394,2024,2579577.0,464323.86,413666.13,Partial
2395,2024,6892040.0,1240567.2,1039967.48,Partial
2396,2024,4018176.0,723271.68,593372.09,Partial
2397,2024,1302082.5,130208.25,125690.02,Paid
2398,2024,7106790.0,1279222.2,947136.12,Partial
2399,2024,4144593.0,746026.74,742445.81,Paid
2400,2024,5433630.0,978053.4,830562.95,Partial
2401,2024,5934375.0,1068187.5,557059.78,Partial
2402,2024,605571.0,60557.1,41542.17,Partial
2403,2024,5288293.5,951892.83,751043.44,Partial
2404,2024,2639700.0,475146.0,404681.85,Partial
2405,2024,4357501.0,784350.18,425588.41,Partial
2406,2024,1102497.0,110249.7,45577.23,Unpaid
2407,2024,3164370.0,569586.6,412893.33,Partial
2408,2024,4206535.0,757176.3,641479.76,Partial
2409,2024,3399294.0,611872.92,528597.02,Partial
2410,2024,6075784.5,1093641.21,741270.01,Partial
2411,2024,1806483.0,180648.3,81002.7,Unpaid
2412,2024,4576808.0,823825.44,513737.54,Partial
2413,2024,6677925.0,1202026.5,722898.74,Partial
2414,2024,2394784.0,431061.12,205831.68,Unpaid
2415,2024,5095993.5,917278.83,888934.91,Paid
2416,2024,18464900.0,4616225.0,2550925.94,Partial
2417,2024,12392950.0,3098237.5,3014585.09,Paid
2418,2024,6144195.0,1105955.1,461625.66,Unpaid
2419,2024,11763404.0,2940851.0,2791749.85,Paid
2420,2024,4901167.5,882210.15,440752.19,Unpaid
2421,2024,4410540.0,793897.2,707283.02,Partial
2422,2024,9109772.5,1639759.05,708375.91,Unpaid
2423,2024,2386332.0,429539.76,232295.1,Partial
2424,2024,1716871.5,171687.15,87285.75,Partial
2425,2024,6198304.5,1115694.81,825725.73,Partial
2426,2024,11544715.0,2886178.75,1361987.75,Unpaid
2427,2024,6788613.0,1221950.34,499166.71,Unpaid
2428,2024,6158023.5,1108444.23,929541.33,Partial
2429,2024,6145605.0,1106208.9,557750.53,Partial
2430,2024,4094218.5,736959.33,399579.35,Partial
2431,2024,3708210.0,667477.8,474309.72,Partial
2432,2024,4147060.0,746470.8,410111.06,Partial
2433,2024,6066769.5,1092018.51,1027371.01,Paid
2434,2024,13950321.0,3487580.25,1592429.14,Unpaid
2435,2024,3594826.5,647068.77,410629.84,Partial
2436,2024,7089522.0,1276113.96,1197505.34,Paid
2437,2024,6999145.5,1259846.19,706899.7,Partial
2438,2024,1307898.0,130789.8,104017.13,Partial
2439,2024,620731.0,62073.1,40093.02,Partial
2440,2024,402693.0,20134.65,16029.19,Partial
2441,2024,11894965.0,2973741.25,2188970.93,Partial
2442,2024,945028.5,94502.85,48772.92,Partial
2443,2024,14013644.0,3503411.0,2724252.39,Partial
2444,2024,505519.0,50551.9,24462.06,Unpaid
2445,2024,2263418.0,407415.24,330576.73,Partial
2446,2024,4347088.5,782475.93,710018.66,Paid
2447,2024,7267951.5,1308231.27,536505.64,Unpaid
2448,2024,3924291.0,706372.38,330229.09,Unpaid
2449,2024,7254241.5,1305763.47,632381.25,Unpaid
2450,2024,9871615.0,1776890.7,733322.79,Unpaid
2451,2024,5188566.0,933941.88,395150.81,Unpaid
2452,2024,7420161.0,1335628.98,632153.2,Unpaid
2453,2024,4955371.5,891966.87,798131.96,Partial
2454,2024,1690164.0,169016.4,117888.94,Partial
2455,2024,13222263.0,3305565.75,2071598.06,Partial
2456,2024,7012620.0,1262271.6,760266.18,Partial
2457,2024,4787178.0,861692.04,401031.48,Unpaid
2458,2024,1764432.0,176443.2,109359.5,Partial
2459,2024,4767274.5,858109.41,574761.68,Partial
2460,2024,1771089.0,177108.9,123692.86,Partial
2461,2024,654966.0,65496.6,57938.29,Partial
2462,2024,2412981.0,434336.58,177426.49,Unpaid
2463,2024,10563495.0,2640873.75,2628725.73,Paid
2464,2024,2928204.0,527076.72,465356.04,Partial
2465,2024,4732512.0,851852.16,842566.97,Paid
2466,2024,5648217.0,1016679.06,711472.01,Partial
2467,2024,7177110.0,1291879.8,780682.96,Partial
2468,2024,4957218.0,892299.24,376639.51,Unpaid
2469,2024,3920889.0,705760.02,366783.48,Partial
2470,2024,867940.5,86794.05,85552.9,Paid
2471,2024,1336161.0,133616.1,71591.51,Partial
2472,2024,10722464.0,2680616.0,1479700.03,Partial
2473,2024,2037900.0,366822.0,167050.74,Unpaid
2474,2024,2349840.0,422971.2,241685.74,Partial
2475,2024,5671542.0,1020877.56,560768.04,Partial
2476,2024,7160596.5,1288907.37,1281431.71,Paid
2477,2024,8828906.0,1589203.08,989914.6,Partial
2478,2024,814629.0,81462.9,34890.56,Unpaid
2479,2024,1729519.0,172951.9,102733.43,Partial
2480,2024,3735579.0,672404.22,379773.9,Partial
2481,2024,4124242.0,742363.56,387291.07,Partial
2482,2024,4082912.0,734924.16,454918.06,Partial
2483,2024,5259600.0,946728.0,521173.76,Partial
2484,2024,8150737.5,1467132.75,1428107.02,Paid
2485,2024,3166399.5,569951.91,561573.62,Paid
2486,2024,3397135.5,611484.39,572593.98,Paid
2487,2024,4600255.5,828045.99,554293.99,Partial
2488,2024,404680.5,20234.03,10493.37,Partial
2489,2024,6124266.0,1102367.88,1051879.43,Paid
2490,2024,3628750.5,653175.09,614115.22,Paid
2491,2024,2453406.0,441613.08,430351.95,Paid
2492,2024,11014992.5,2753748.12,2274871.33,Partial
2493,2024,2170842.0,390751.56,363359.88,Paid
2494,2024,5428750.5,977175.09,968966.82,Paid
2495,2024,2185143.0,393325.74,250902.49,Partial
2496,2024,4194434.0,754998.12,474516.32,Partial
2497,2024,2577796.0,464003.28,460801.66,Paid
2498,2024,6000217.5,1080039.15,706453.61,Partial
2499,2024,6824888.0,1228479.84,552815.93,Unpaid
2500,2024,8275512.0,1489592.16,1021860.22,Partial
2501,2024,2513780.0,452480.4,447503.12,Paid
2502,2024,5580068.0,1004412.24,993865.91,Paid
2503,2024,7300267.5,1314048.15,569377.06,Unpaid
2504,2024,11946402.0,2986600.5,2717507.79,Paid
2505,2024,4215714.0,758828.52,374861.29,Unpaid
2506,2024,6714177.0,1208551.86,634731.44,Partial
2507,2024,8922287.5,1606011.75,1438183.52,Partial
2508,2024,2803899.0,504701.82,420366.15,Partial
2509,2024,7712598.0,1388267.64,1259019.92,Paid
2510,2024,544443.0,54444.3,43136.22,Partial
2511,2024,1508187.0,150818.7,149838.38,Paid
2512,2024,3871274.0,696829.32,404788.15,Partial
2513,2024,7454472.0,1341804.96,1232984.58,Paid
2514,2024,8159130.0,1468643.4,690409.26,Unpaid
2515,2024,12470842.5,3117710.62,1517701.53,Unpaid
2516,2024,9138296.0,1644893.28,1515604.67,Paid
2517,2024,3073645.5,553256.19,235078.56,Unpaid
2518,2024,7119896.0,1281581.28,1133174.17,Partial
2519,2024,1452288.0,145228.8,75344.7,Partial
2520,2024,6600406.5,1188073.17,749792.98,Partial
2521,2024,5260960.5,946972.89,416668.07,Unpaid
2522,2024,3748246.0,674684.28,640882.6,Paid
2523,2024,1197408.0,119740.8,73005.97,Partial
2524,2024,1652673.0,165267.3,78221.01,Unpaid
2525,2024,5910092.5,1063816.65,1022859.71,Paid
2526,2024,2601827.0,468328.86,274393.88,Partial
2527,2024,7369504.5,1326510.81,1242675.33,Paid
2528,2024,4317897.0,777221.46,408663.04,Partial
2529,2024,465534.0,23276.7,21928.98,Paid
2530,2024,6125916.0,1102664.88,464773.25,Unpaid
2531,2024,6453091.5,1161556.47,1098367.8,Paid
2532,2024,6183500.0,1113030.0,732930.26,Partial
2533,2024,1859360.0,185936.0,125822.89,Partial
2534,2024,2671324.5,480838.41,237822.68,Unpaid
2535,2024,3460560.0,622900.8,411675.14,Partial
2536,2024,8125806.0,1462645.08,728836.04,Unpaid
2537,2024,6302839.5,1134511.11,1057364.35,Paid
2538,2024,1486653.0,148665.3,73098.73,Unpaid
2539,2024,2852416.0,513434.88,495926.75,Paid
2540,2024,2510080.5,451814.49,387205.02,Partial
2541,2024,4361842.5,785131.65,546608.65,Partial
2542,2024,6376147.5,1147706.55,1013080.57,Partial
2543,2024,3872263.5,697007.43,316998.98,Unpaid
2544,2024,13689252.0,3422313.0,1930868.99,Partial
2545,2024,1548459.0,154845.9,78352.03,Partial
2546,2024,960630.0,96063.0,51797.17,Partial
2547,2024,5188320.0,933897.6,679410.5,Partial
2548,2024,3801909.0,684343.62,634660.27,Paid
2549,2024,2690392.5,484270.65,283395.18,Partial
2550,2024,3022528.5,544055.13,428769.85,Partial
2551,2024,2524702.5,454446.45,419953.96,Paid
2552,2024,14605168.0,3651292.0,3301133.1,Paid
2553,2024,2584365.0,465185.7,220684.1,Unpaid
2554,2024,2132533.5,383856.03,223711.29,Partial
2555,2024,9225627.5,1660612.95,1480104.32,Partial
2556,2024,495339.0,24766.95,13985.9,Partial
2557,2024,5985067.5,1077312.15,570221.32,Partial
2558,2024,18993472.0,4748368.0,4712280.4,Paid
2559,2024,2565570.0,461802.6,242631.09,Partial
2560,2024,8289372.0,1492086.96,1356307.05,Paid
2561,2024,1835433.0,183543.3,178183.84,Paid
2562,2024,3713338.5,668400.93,329521.66,Unpaid
2563,2024,5468592.0,984346.56,477506.52,Unpaid
2564,2024,2317905.0,417222.9,195844.43,Unpaid
2565,2024,4856736.0,874212.48,429500.59,Unpaid
2566,2024,470112.0,23505.6,10194.38,Unpaid
2567,2024,5733970.0,1032114.6,475082.35,Unpaid
2568,2024,5911035.0,1063986.3,986740.89,Paid
2569,2024,6698634.0,1205754.12,482904.53,Unpaid
2570,2024,2131932.0,383747.76,192027.38,Partial
2571,2024,505498.5,50549.85,42588.25,Partial
2572,2024,3121719.0,561909.42,507572.78,Paid
2573,2024,5621874.0,1011937.32,636508.57,Partial
2574,2024,7773267.0,1399188.06,731635.44,Partial
2575,2024,343792.5,17189.62,13320.24,Partial
2576,2024,6215569.5,1118802.51,1025830.02,Paid
2577,2024,3231844.5,581732.01,334612.25,Partial
2578,2024,4807560.0,865360.8,604194.91,Partial
2579,2024,1336255.5,133625.55,131019.85,Paid
2580,2024,5998513.5,1079732.43,1026933.51,Paid
2581,2024,1556953.5,155695.35,64130.91,Unpaid
2582,2024,5889352.5,1060083.45,535024.12,Partial
2583,2024,13859292.0,3464823.0,1692566.04,Unpaid
2584,2024,2066067.0,371892.06,342921.67,Paid
2585,2024,8996724.0,1619410.32,744604.87,Unpaid
2586,2024,859183.0,85918.3,54291.77,Partial
2587,2024,959080.5,95908.05,46918.22,Unpaid
2588,2024,3814471.0,686604.78,554296.04,Partial
2589,2024,11977512.0,2994378.0,1853220.54,Partial
2590,2024,2616234.0,470922.12,255663.62,Partial
2591,2024,1011475.0,101147.5,91366.54,Paid
2592,2024,7146496.0,1286369.28,663380.64,Partial
2593,2024,10868450.0,2717112.5,2633153.72,Paid
2594,2024,7264268.0,1307568.24,1127385.34,Partial
2595,2024,4548352.0,818703.36,542964.07,Partial
2596,2024,2572675.5,463081.59,202505.58,Unpaid
2597,2024,7066041.0,1271887.38,866282.49,Partial
2598,2024,5113702.5,920466.45,794270.5,Partial
2599,2024,1392529.5,139252.95,70336.67,Partial
2600,2024,4303540.5,774637.29,540077.12,Partial
2601,2024,10319484.0,2579871.0,1180806.96,Unpaid
2602,2024,1254244.5,125424.45,70664.14,Partial
2603,2024,2136759.0,384616.62,323808.73,Partial
2604,2024,2517060.0,453070.8,433543.45,Paid
2605,2024,6853969.5,1233714.51,1017567.73,Partial
2606,2024,1731246.0,173124.6,171047.1,Paid
2607,2024,6936424.0,1248556.32,651371.83,Partial
2608,2024,4238275.5,762889.59,682786.18,Partial
2609,2024,2160644.0,388915.92,259406.92,Partial
2610,2024,2739934.5,493188.21,456445.69,Paid
2611,2024,2028541.0,365137.38,359222.15,Paid
2612,2024,8958266.0,1612487.88,1102780.46,Partial
2613,2024,4044900.0,728082.0,647701.75,Partial
2614,2024,2353758.0,423676.44,350973.56,Partial
